Genre,danceability,energy,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo
edm,0.694,0.77,-5.335,1.0,0.176,1.1e-05,0.118,0.163,125.905
edm,0.747,0.877,-3.782,0.0,0.0375,0.000833,0.233,0.752,107.991
edm,0.765,0.906,-2.097,0.0,0.125,0.0,0.423,0.95,96.071
edm,0.548,0.839,-2.371,1.0,0.135,0.0,0.102,0.314,98.932
edm,0.545,0.78,-4.867,0.0,0.0309,4.64e-05,0.0828,0.458,125.014
edm,0.67,0.685,-9.029,0.0,0.278,3.56e-06,0.103,0.689,159.942
edm,0.575,0.985,-3.493,1.0,0.00379,0.155,0.0471,0.0762,129.956
edm,0.669,0.684,-4.595,1.0,0.252,0.0,0.72,0.466,96.097
edm,0.808,0.737,-4.538,0.0,0.0602,1.12e-06,0.704,0.865,123.985
edm,0.584,0.889,-5.941,0.0,0.0462,0.828,0.309,0.464,126.04
edm,0.818,0.799,-4.1,0.0,0.00107,0.128,0.057,0.0815,100.014
edm,0.652,0.898,-4.481,0.0,0.29,0.0,0.073,0.472,114.043
edm,0.779,0.705,-3.895,1.0,0.369,7.91e-06,0.124,0.946,101.022
edm,0.709,0.871,-4.126,0.0,0.134,0.0,0.316,0.667,125.94
edm,0.621,0.756,-5.623,1.0,0.0752,1.17e-06,0.65,0.265,124.039
edm,0.714,0.697,-7.887,0.0,0.0197,2e-06,0.0697,0.602,122.145
